product_name,product_src_image,product_price_new,product_price_old
"Máy giặt thảm, sofa cầm tay Uwant B100","https://cdn2.cellphones.com.vn/358x358,webp,q100/media/catalog/product/1/_/1_450.png",3.990.000 ₫,7.000.000 ₫
Robot hút bụi Dreame Z10 Pro Đổi bảo hành,"https://cdn2.cellphones.com.vn/358x358,webp,q100/media/catalog/product/r/o/robot-hut-bui-dreame-z10-pro.jpg",9.890.000 ₫,12.990.000 ₫
,"https://cdn2.cellphones.com.vn/358x358,webp,q100/media/catalog/product/m/a/may-hut-bui-cam-tay-xiaomi-mi-vacuum-cleaner-light-2_1.jpg",,
,"https://cdn2.cellphones.com.vn/358x358,webp,q100/media/catalog/product/r/o/robot-h_t-b_i.jpg",,
,"https://cdn2.cellphones.com.vn/358x358,webp,q100/media/catalog/product/d/o/download_19_1.png",,
,"https://cdn2.cellphones.com.vn/358x358,webp,q100/media/catalog/product/d/d/ddd.png",,
Máy Chiếu Smart TV 100 inch Bỏ Túi Samsung The Freestyle SP-LSP3,"https://cdn2.cellphones.com.vn/358x358,webp,q100/media/catalog/product/m/_/m_y_chi_u.png",15.990.000 ₫,17.900.000 ₫
Máy chiếu mini Beecube X2 Max Gen 3 Full HD 1080P,"https://cdn2.cellphones.com.vn/358x358,webp,q100/media/catalog/product/m/a/may_chieu_beecube.png",3.990.000 ₫,5.490.000 ₫
Máy chiếu mini Wanbo T6R Max Full HD,"https://cdn2.cellphones.com.vn/358x358,webp,q100/media/catalog/product/t/6/t6r_full_hd.png",6.590.000 ₫,7.990.000 ₫
Máy chiếu Mini Wanbo T2R Max Full HD,"https://cdn2.cellphones.com.vn/358x358,webp,q100/media/catalog/product/w/a/wanbo_t2r.png",4.090.000 ₫,4.490.000 ₫
Máy chiếu mini Wanbo T6 Max Full HD,"https://cdn2.cellphones.com.vn/358x358,webp,q100/media/catalog/product/w/a/wanboo_1.png",6.290.000 ₫,6.990.000 ₫
,"https://cdn2.cellphones.com.vn/358x358,webp,q100/media/catalog/product/m/a/may-chieu-xiaomi-mi-smart-projector-2.jpg",,
Máy chiếu Beecube Xtreme,"https://cdn2.cellphones.com.vn/358x358,webp,q100/media/catalog/product/v/_/v_4.jpg",6.490.000 ₫,8.000.000 ₫
Máy chiếu mini Wanbo T4 Full HD,"https://cdn2.cellphones.com.vn/358x358,webp,q100/media/catalog/product/m/_/m_y_chi_u_2.png",4.790.000 ₫,5.990.000 ₫
Máy chiếu di động thông minh Vimgo P10 Full HD,"https://cdn2.cellphones.com.vn/358x358,webp,q100/media/catalog/product/6/_/6_298_4.png",4.990.000 ₫,6.490.000 ₫
Máy chiếu Xiaomi Mi Smart Projector 2 Pro,"https://cdn2.cellphones.com.vn/358x358,webp,q100/media/catalog/product/x/i/xiaomi_mi_smart_compact_projector_pro_2_01_l_1_1.jpg",Giá Liên Hệ,0
Máy chiếu Xgimi Halo,"https://cdn2.cellphones.com.vn/358x358,webp,q100/media/catalog/product/x/g/xgimi-halo-1_9e1efefd7f2c4fc095a9d45a67578d49.jpg",Giá Liên Hệ,0
